Image Name,Score
Aphid_40_otherinsects_30_frame_21.jpg,4.5942
Aphid_40_otherinsects_30_frame_22.jpg,4.6560
Aphid_40_otherinsects_30_frame_23.jpg,4.6302
Aphid_40_otherinsects_30_frame_24.jpg,4.4418
Aphid_40_otherinsects_30_frame_25.jpg,4.6772
Aphid_40_otherinsects_30_frame_26.jpg,4.8071
Aphid_40_otherinsects_30_frame_3.jpg,5.0913
Aphid_40_otherinsects_30_frame_4.jpg,4.7404
Aphid_40_otherinsects_30_frame_5.jpg,4.6460
Aphid_40_otherinsects_30_frame_6.jpg,4.9859
Aphid_40_otherinsects_30_frame_7.jpg,4.8034
Aphid_40_otherinsects_30_frame_8.jpg,5.1325
Aphid_40_otherinsects_30_frame_9.jpg,5.0048
Aphid_40_otherinsects_40_frame_1.jpg,4.6764
Aphid_40_otherinsects_40_frame_10.jpg,5.0578
Aphid_40_otherinsects_40_frame_11.jpg,4.7923
Aphid_40_otherinsects_40_frame_12.jpg,4.8639
Aphid_40_otherinsects_40_frame_13.jpg,4.9322
Aphid_40_otherinsects_40_frame_14.jpg,4.7183
Aphid_40_otherinsects_40_frame_15.jpg,4.8401
Aphid_40_otherinsects_40_frame_16.jpg,4.7202
Aphid_40_otherinsects_40_frame_17.jpg,4.6066
Aphid_40_otherinsects_40_frame_18.jpg,4.7102
Aphid_40_otherinsects_40_frame_19.jpg,4.6025
Aphid_40_otherinsects_40_frame_2.jpg,4.6420
Aphid_40_otherinsects_40_frame_20.jpg,4.5368
Aphid_40_otherinsects_40_frame_21.jpg,4.6272
Aphid_40_otherinsects_40_frame_22.jpg,4.5868
Aphid_40_otherinsects_40_frame_23.jpg,4.4585
Aphid_40_otherinsects_40_frame_24.jpg,4.5838
Aphid_40_otherinsects_40_frame_25.jpg,4.4429
Aphid_40_otherinsects_40_frame_26.jpg,4.5893
Aphid_40_otherinsects_40_frame_3.jpg,4.4829
Aphid_40_otherinsects_40_frame_4.jpg,4.6137
Aphid_40_otherinsects_40_frame_5.jpg,4.4721
Aphid_40_otherinsects_40_frame_6.jpg,4.8255
Aphid_40_otherinsects_40_frame_7.jpg,5.0790
Aphid_40_otherinsects_40_frame_8.jpg,4.7728
Aphid_40_otherinsects_40_frame_9.jpg,4.8811
Aphid_40_soil_00_highspeed_frame_1.jpg,3.4986
Aphid_40_soil_00_highspeed_frame_10.jpg,4.7862
Aphid_40_soil_00_highspeed_frame_11.jpg,5.0115
Aphid_40_soil_00_highspeed_frame_12.jpg,4.5565
Aphid_40_soil_00_highspeed_frame_13.jpg,4.6553
Aphid_40_soil_00_highspeed_frame_14.jpg,4.5206
Aphid_40_soil_00_highspeed_frame_15.jpg,4.4714
Aphid_40_soil_00_highspeed_frame_16.jpg,4.2863
Aphid_40_soil_00_highspeed_frame_17.jpg,4.3439
Aphid_40_soil_00_highspeed_frame_18.jpg,4.2871
Aphid_40_soil_00_highspeed_frame_19.jpg,4.4105
Aphid_40_soil_00_highspeed_frame_2.jpg,3.2709
Aphid_40_soil_00_highspeed_frame_20.jpg,4.3624
Aphid_40_soil_00_highspeed_frame_21.jpg,4.3147
Aphid_40_soil_00_highspeed_frame_22.jpg,4.3301
Aphid_40_soil_00_highspeed_frame_23.jpg,4.1434
Aphid_40_soil_00_highspeed_frame_24.jpg,4.3448
Aphid_40_soil_00_highspeed_frame_25.jpg,4.3121
Aphid_40_soil_00_highspeed_frame_26.jpg,4.2087
Aphid_40_soil_00_highspeed_frame_3.jpg,3.0738
Aphid_40_soil_00_highspeed_frame_4.jpg,3.3048
Aphid_40_soil_00_highspeed_frame_5.jpg,3.5609
Aphid_40_soil_00_highspeed_frame_6.jpg,3.8426
Aphid_40_soil_00_highspeed_frame_7.jpg,3.9277
Aphid_40_soil_00_highspeed_frame_8.jpg,4.3307
Aphid_40_soil_00_highspeed_frame_9.jpg,5.3157
Aphid_40_soil_00_highspeed_halfsubmerged_frame_1.jpg,3.4601
Aphid_40_soil_00_highspeed_halfsubmerged_frame_10.jpg,5.3100
Aphid_40_soil_00_highspeed_halfsubmerged_frame_11.jpg,5.1248
Aphid_40_soil_00_highspeed_halfsubmerged_frame_12.jpg,5.5968
Aphid_40_soil_00_highspeed_halfsubmerged_frame_13.jpg,4.9695
Aphid_40_soil_00_highspeed_halfsubmerged_frame_14.jpg,5.1018
